ODInvertebres;v1.0.2;2026-03-13;Temps d'execution :;3.78mins
CODE_STATION;DATE;CODE_OPERATION;MATIERES_ORGANIQUES;MATIERES_PHOSPHOREES;MATIERES_AZOTEES;NITRATES;HAP;PESTICIDES;RIPISYLVE;VOIES_COMMUNICATION;URBANISATION_100M;RISQUE_COLMATAGE;INSTABILITE_HYDROLOGIQUE;ANTHROPISATION_BV
03178660;15/06/2022;031786602022061513;0.1402;0.1036;0.0543;0.7004;0.6345;0.4905;0.6544;0.092;0.5903;0.6258;0.515;0.5867
03178660;17/05/2023;031786602023051713;0.1336;0.0609;0.0152;0.7084;0.6368;0.4321;0.5815;0.0788;0.4717;0.5035;0.4722;0.5778
03178660;30/07/2024;031786602024073013;0.1413;0.1079;0.0276;0.7107;0.641;0.5694;0.5089;0.0985;0.5473;0.5714;0.5426;0.4927
03178692;16/06/2010;031786922010061613;0.0857;0.0951;0.0419;0.932;0.8057;0.6118;0.6803;0.0791;0.6622;0.8964;0.6636;0.9704
03178692;20/07/2011;031786922011072013;0.0498;0.0597;0.0076;0.961;0.8634;0.4894;0.6694;0.0595;0.7059;0.9042;0.6011;0.8986
03178692;31/07/2012;031786922012073113;0.0365;0.023;0.0151;0.9073;0.8296;0.5358;0.7503;0.0568;0.5843;0.7902;0.3082;0.934
03178835;06/08/2013;031788352013080613;0.0261;0.034;0.0038;0.9323;0.8511;0.3748;0.6894;0.016;0.6253;0.8789;0.5375;0.8301
03178835;18/07/2014;031788352014071813;0.1004;0.1043;0.0512;0.874;0.7541;0.4252;0.7105;0.0805;0.5766;0.8093;0.6015;0.7385
03178835;30/06/2015;031788352015063013;0.0453;0.0428;0.0173;0.8809;0.8012;0.6483;0.6544;0.0705;0.6091;0.7914;0.5841;0.9444
03178835;05/10/2016;031788352016100513;0.059;0.0665;0.0174;0.9307;0.8067;0.4756;0.6026;0.0799;0.634;0.8418;0.5636;0.7697
03178835;06/07/2017;031788352017070613;0.0916;0.0674;0.0211;0.9106;0.8505;0.4664;0.6812;0.0727;0.6637;0.8987;0.5607;0.9175
03178835;22/06/2018;031788352018062213;0.075;0.0323;0.0098;0.8685;0.8164;0.4559;0.6721;0.044;0.5848;0.8842;0.5386;0.8984
03178835;09/07/2019;031788352019070913;0.0711;0.0479;0.0206;0.7842;0.7164;0.5157;0.6404;0.067;0.5922;0.7173;0.5071;0.8557
03178835;28/05/2020;031788352020052813;0.0399;0.0258;0.0093;0.8927;0.7831;0.4495;0.7113;0.0322;0.4857;0.8107;0.4736;0.8817
03178835;03/09/2021;031788352021090313;0.0543;0.0497;0.011;0.8858;0.7992;0.5251;0.6673;0.0406;0.5013;0.7726;0.4759;0.8503
03178835;29/06/2022;031788352022062913;0.1003;0.0676;0.018;0.9344;0.828;0.4861;0.6198;0.0432;0.6233;0.8924;0.5907;0.8302
03178835;18/05/2023;031788352023051813;0.0505;0.051;0.0196;0.8755;0.7434;0.5089;0.6837;0.0435;0.5929;0.8271;0.5262;0.8405
03178835;25/06/2024;031788352024062513;0.0786;0.0681;0.0191;0.8144;0.77;0.5168;0.6331;0.0653;0.6019;0.6467;0.4849;0.7131
03178870;15/06/2011;031788702011061513;0.1042;0.0833;0.0119;0.9653;0.8028;0.4825;0.6025;0.0493;0.6183;0.9644;0.5776;0.9734
03178870;31/07/2012;031788702012073113;0.0288;0.0167;0.0064;0.972;0.8399;0.5581;0.7043;0.029;0.5066;0.9179;0.5837;0.9612
03179000;05/08/2010;031790002010080513;0.0224;0.0615;0.0056;0.8999;0.7071;0.455;0.6842;0.0435;0.5562;0.8438;0.5036;0.8119
03179000;20/07/2011;031790002011072013;0.0229;0.0284;0.0075;0.9807;0.8824;0.4962;0.7212;0.0347;0.727;0.9752;0.5759;0.9287
03179000;30/08/2012;031790002012083013;0.054;0.0386;0.0095;0.9931;0.8301;0.4722;0.6234;0.0452;0.5954;0.9923;0.4448;0.9775
03179000;07/08/2013;031790002013080713;0.0369;0.031;0.0072;0.8891;0.83;0.5289;0.6293;0.0568;0.5799;0.7374;0.6088;0.9405
03179000;30/07/2014;031790002014073013;0.0213;0.0291;0.0109;0.9694;0.8717;0.5634;0.7224;0.0447;0.6719;0.936;0.4746;0.9651
03179000;08/07/2015;031790002015070813;0.0759;0.0505;0.0271;0.8346;0.7475;0.5705;0.6774;0.1072;0.6104;0.8151;0.6458;0.9101
03179000;17/08/2016;031790002016081713;0.0404;0.0351;0.0219;0.9805;0.7832;0.5235;0.7111;0.0477;0.509;0.949;0.505;0.9495
03179000;07/07/2017;031790002017070713;0.0896;0.1138;0.0425;0.9628;0.816;0.6755;0.7207;0.066;0.7195;0.9278;0.5643;0.9775
03179000;20/08/2021;031790002021082013;0.0332;0.0304;0.0079;0.9408;0.7613;0.4162;0.6466;0.038;0.4835;0.834;0.4484;0.8698
03179000;17/07/2024;031790002024071713;0.2112;0.1188;0.0689;0.9465;0.7775;0.493;0.6634;0.1248;0.6808;0.9323;0.526;0.9049
03179556;08/09/2014;031795562014090813;0.1718;0.1208;0.1144;0.8928;0.748;0.4121;0.6962;0.117;0.7397;0.791;0.5277;0.8137
03179690;15/06/2011;031796902011061513;0.0687;0.0557;0.0421;0.9466;0.8566;0.5912;0.7119;0.0619;0.7328;0.8776;0.6556;0.9478
03179690;05/10/2012;031796902012100513;0.0795;0.0707;0.0468;0.8931;0.7848;0.4557;0.6481;0.1295;0.5774;0.8047;0.5931;0.8668
03179690;10/10/2014;031796902014101013;0.0542;0.0575;0.032;0.8023;0.7236;0.364;0.7159;0.0537;0.4444;0.6004;0.406;0.7401
03179690;17/08/2016;031796902016081713;0.0244;0.0326;0.0214;0.8969;0.81;0.7447;0.7438;0.0559;0.5855;0.7869;0.5697;0.964
03179740;25/06/2010;031797402010062513;0.5032;0.3633;0.2789;0.8779;0.6928;0.7275;0.6453;0.1425;0.5786;0.7551;0.5309;0.8932
03179740;20/07/2011;031797402011072013;0.2951;0.2511;0.171;0.8809;0.7766;0.7026;0.6065;0.1633;0.6498;0.8187;0.6038;0.9689
03179740;27/08/2012;031797402012082713;0.5669;0.6203;0.5549;0.8513;0.7731;0.8789;0.6808;0.2598;0.6885;0.7365;0.3991;0.9082
03179740;30/07/2014;031797402014073013;0.3647;0.5096;0.5451;0.7163;0.6896;0.755;0.5865;0.3956;0.7048;0.6524;0.598;0.9221
03179740;17/08/2016;031797402016081713;0.5062;0.5248;0.5227;0.781;0.6714;0.8058;0.5212;0.3221;0.6713;0.7024;0.5373;0.9459
03179740;01/08/2019;031797402019080113;0.2543;0.1964;0.0869;0.845;0.6865;0.6517;0.4586;0.1504;0.6299;0.7728;0.5543;0.9576
03179740;02/09/2021;031797402021090213;0.5005;0.5359;0.5146;0.8753;0.7321;0.7305;0.5385;0.2675;0.6377;0.7896;0.5327;0.9772
03179740;16/07/2024;031797402024071613;0.5093;0.5057;0.3741;0.8295;0.6429;0.787;0.4986;0.2393;0.6267;0.7296;0.5161;0.9685
03180100;25/06/2010;031801002010062513;0.1263;0.1048;0.0396;0.8612;0.6883;0.4595;0.6285;0.0867;0.5558;0.7944;0.405;0.8798
03180100;29/09/2011;031801002011092913;0.3169;0.3172;0.2731;0.8628;0.6869;0.6527;0.6144;0.2279;0.6978;0.8157;0.6197;0.9077
03180100;30/08/2012;031801002012083013;0.1456;0.1141;0.0616;0.9486;0.8543;0.6036;0.617;0.1097;0.6855;0.9328;0.571;0.9542
03180100;08/08/2013;031801002013080813;0.2129;0.1133;0.0648;0.8549;0.8415;0.4986;0.5601;0.1361;0.6218;0.8916;0.6716;0.8785
03180100;29/07/2014;031801002014072913;0.1217;0.0553;0.0321;0.8727;0.7593;0.5215;0.6746;0.0934;0.6416;0.8415;0.4304;0.9252
03180100;08/07/2015;031801002015070813;0.1038;0.0803;0.0448;0.918;0.7731;0.5395;0.689;0.1298;0.7251;0.9188;0.5469;0.9347
03180100;16/08/2016;031801002016081613;0.326;0.1112;0.0873;0.8404;0.5949;0.4711;0.3961;0.2014;0.5051;0.7807;0.5854;0.8403
03180100;07/07/2017;031801002017070713;0.129;0.0797;0.0318;0.9437;0.7002;0.4469;0.6206;0.1152;0.605;0.8893;0.5421;0.9069
03180100;23/08/2018;031801002018082313;0.0658;0.0489;0.0248;0.9215;0.7731;0.4463;0.6735;0.0605;0.533;0.8608;0.4642;0.8334
03180100;01/08/2019;031801002019080113;0.0526;0.0298;0.0168;0.9619;0.8155;0.4469;0.6245;0.0541;0.5935;0.9071;0.5031;0.9299
03180100;18/06/2020;031801002020061813;0.2835;0.1176;0.0926;0.7939;0.628;0.4446;0.5051;0.2068;0.5511;0.7978;0.5619;0.8636
03180100;02/06/2021;031801002021060213;0.1428;0.1048;0.0493;0.7419;0.599;0.4557;0.6004;0.1479;0.5556;0.6885;0.4514;0.8374
03180100;20/09/2022;031801002022092013;0.0716;0.0967;0.0304;0.9577;0.7502;0.5215;0.5979;0.1178;0.6373;0.8663;0.5332;0.8802
03180100;17/05/2023;031801002023051713;0.1062;0.0762;0.0239;0.9134;0.7172;0.4705;0.5498;0.081;0.5866;0.8571;0.5274;0.9069
03180100;16/07/2024;031801002024071613;0.101;0.1155;0.0473;0.9661;0.5773;0.4885;0.6001;0.1118;0.5767;0.916;0.5462;0.9046
03181000;05/08/2010;031810002010080513;0.0834;0.1202;0.0504;0.8644;0.6892;0.5666;0.5723;0.189;0.6796;0.7611;0.469;0.8493
03181000;20/07/2011;031810002011072013;0.0601;0.1436;0.0644;0.8764;0.8128;0.5599;0.648;0.1827;0.7438;0.8162;0.6227;0.855
03181000;09/08/2012;031810002012080913;0.0406;0.0694;0.0618;0.9434;0.7522;0.6157;0.7046;0.1146;0.6629;0.8757;0.4521;0.9261
03181000;08/08/2013;031810002013080813;0.1009;0.0965;0.0592;0.882;0.6873;0.5618;0.6748;0.1782;0.7159;0.7568;0.4237;0.8959
03181000;11/09/2014;031810002014091113;0.0413;0.0508;0.0326;0.8185;0.672;0.465;0.6917;0.0996;0.5258;0.6732;0.3965;0.8566
03181000;07/07/2015;031810002015070713;0.0925;0.0955;0.0532;0.6734;0.6287;0.6259;0.6224;0.2521;0.6111;0.572;0.4572;0.8145
03181000;20/09/2016;031810002016092013;0.0747;0.0766;0.0445;0.8682;0.748;0.4917;0.6967;0.0816;0.5887;0.7697;0.3787;0.8449
03181000;07/07/2017;031810002017070713;0.0794;0.1263;0.0213;0.9498;0.6796;0.6548;0.6406;0.1051;0.6333;0.8339;0.4337;0.9273
03181000;02/09/2021;031810002021090213;0.1278;0.2104;0.0503;0.822;0.6446;0.6464;0.5246;0.266;0.6866;0.685;0.5284;0.837
03182000;29/07/2014;031820002014072913;0.21;0.2419;0.2577;0.8138;0.7623;0.5715;0.6859;0.2379;0.7574;0.7494;0.5607;0.8593
03182000;07/07/2015;031820002015070713;0.1167;0.1265;0.1496;0.9255;0.7465;0.5506;0.6977;0.1912;0.7115;0.8394;0.5367;0.9283
03182100;29/07/2014;031821002014072913;0.075;0.1005;0.0879;0.9466;0.7978;0.5341;0.7261;0.1314;0.7503;0.8224;0.6108;0.94
03182100;07/07/2015;031821002015070713;0.0385;0.0666;0.0613;0.8034;0.7812;0.7414;0.6709;0.1693;0.7601;0.6773;0.5402;0.8879
03182100;18/06/2020;031821002020061813;0.0988;0.1394;0.0966;0.9336;0.7661;0.5978;0.6783;0.1251;0.7396;0.8262;0.558;0.8907
03182406;27/09/2013;031824062013092713;0.6169;0.5821;0.5621;0.7057;0.6876;0.6394;0.5087;0.3951;0.643;0.7095;0.5864;0.7484
03182406;23/09/2014;031824062014092313;0.5186;0.5392;0.5501;0.6672;0.7845;0.7314;0.4973;0.3776;0.6932;0.6599;0.6532;0.808
03182406;21/09/2015;031824062015092113;0.6055;0.5677;0.5517;0.7028;0.7625;0.7758;0.5457;0.3555;0.6661;0.7;0.5873;0.7975
03182411;27/09/2013;031824112013092713;0.5135;0.3229;0.361;0.7169;0.7433;0.7038;0.4998;0.2568;0.5521;0.6497;0.5259;0.8474
03182411;23/09/2014;031824112014092313;0.4099;0.3765;0.3421;0.724;0.7025;0.7231;0.5219;0.2537;0.6104;0.6544;0.565;0.8207
03182411;21/09/2015;031824112015092113;0.3456;0.4638;0.5125;0.751;0.8084;0.7223;0.5734;0.3227;0.624;0.7287;0.603;0.861
03182415;05/08/2010;031824152010080513;0.3612;0.3093;0.5092;0.5436;0.7008;0.6646;0.5202;0.4224;0.6982;0.5789;0.6037;0.7406
03182415;19/07/2011;031824152011071913;0.4027;0.3995;0.5161;0.559;0.6282;0.5709;0.4765;0.4012;0.6714;0.5685;0.6058;0.6166
03182415;07/08/2012;031824152012080713;0.3009;0.3345;0.5029;0.5512;0.6666;0.6335;0.4888;0.3612;0.6643;0.5721;0.6207;0.6839
03182415;08/09/2014;031824152014090813;0.1868;0.2422;0.4272;0.5427;0.6746;0.6825;0.476;0.3422;0.6241;0.5811;0.6424;0.7177
03182415;24/09/2015;031824152015092413;0.311;0.3484;0.4387;0.4991;0.571;0.495;0.4582;0.4056;0.5551;0.5148;0.5736;0.5337
03182415;08/07/2016;031824152016070813;0.2917;0.3183;0.4933;0.4867;0.5863;0.4737;0.4733;0.4401;0.6224;0.5155;0.5813;0.5318
03182415;11/07/2017;031824152017071113;0.3114;0.2804;0.3116;0.5378;0.6039;0.5558;0.4465;0.3062;0.5583;0.5499;0.6353;0.5834
03182415;05/05/2021;031824152021050513;0.4242;0.3923;0.5095;0.5119;0.5646;0.5628;0.5008;0.4256;0.5799;0.5745;0.6159;0.6336
03182415;10/07/2024;031824152024071013;0.5219;0.5615;0.5645;0.6665;0.8083;0.7631;0.4799;0.3574;0.6248;0.6123;0.6875;0.839
03182446;27/09/2013;031824462013092713;0.6531;0.6544;0.6763;0.5543;0.782;0.8477;0.537;0.4853;0.6958;0.5316;0.7379;0.8846
03182446;23/09/2014;031824462014092313;0.6682;0.6669;0.5981;0.6736;0.8019;0.8809;0.5983;0.3075;0.7017;0.5845;0.5314;0.9272
03182446;21/09/2015;031824462015092113;0.6705;0.7144;0.6932;0.604;0.7574;0.9392;0.6682;0.3243;0.7099;0.5831;0.6148;0.9381
03183000;21/10/2014;031830002014102113;0.5483;0.6379;0.5571;0.536;0.6035;0.8121;0.5943;0.7226;0.6962;0.4507;0.6951;0.9066
03183000;02/09/2015;031830002015090213;0.5729;0.6358;0.5695;0.5001;0.5658;0.7059;0.515;0.7784;0.6832;0.4426;0.6507;0.7467
03183200;10/07/2020;031832002020071013;0.5387;0.556;0.5767;0.4902;0.5241;0.4919;0.4517;0.5974;0.6656;0.4461;0.5806;0.5792
03183950;14/06/2016;031839502016061413;0.2888;0.2735;0.267;0.9116;0.6958;0.5561;0.5752;0.3101;0.7795;0.8462;0.6229;0.8467
03183950;11/07/2017;031839502017071113;0.3902;0.3661;0.3623;0.8742;0.6237;0.549;0.5651;0.3489;0.7498;0.7719;0.5945;0.8261
03183950;09/07/2020;031839502020070913;0.2829;0.3294;0.2513;0.8949;0.7352;0.6734;0.6143;0.2848;0.7798;0.7805;0.6372;0.8768
03184000;01/10/2013;031840002013100113;0.6887;0.7643;0.6429;0.4592;0.4953;0.616;0.5535;0.8038;0.7129;0.3789;0.7409;0.7314
03184850;29/09/2016;031848502016092913;0.7788;0.769;0.7819;0.4506;0.6874;0.7995;0.7629;0.5415;0.8018;0.4786;0.6928;0.894
03184850;21/09/2017;031848502017092113;0.7935;0.7882;0.7936;0.4377;0.6892;0.8056;0.8462;0.5608;0.7658;0.4161;0.7173;0.9101
03184850;28/04/2021;031848502021042813;0.8618;0.8415;0.8785;0.3466;0.604;0.7133;0.7925;0.6439;0.8269;0.3616;0.8159;0.8936
03185000;28/08/2013;031850002013082813;0.6972;0.723;0.6831;0.4608;0.5527;0.7694;0.6319;0.7056;0.7126;0.4218;0.7853;0.7232
03185161;30/07/2019;031851612019073013;0.6938;0.617;0.6135;0.6002;0.5908;0.6162;0.5138;0.5082;0.6678;0.5859;0.6263;0.7274
03185161;23/07/2024;031851612024072313;0.7234;0.6856;0.686;0.5536;0.7364;0.7472;0.5937;0.5124;0.7274;0.5497;0.7198;0.8419
03185620;10/05/2010;031856202010051013;0.9181;0.8834;0.9007;0.3551;0.5922;0.8705;0.8888;0.49;0.8231;0.3957;0.7564;0.8981
03185620;05/07/2011;031856202011070513;0.8375;0.8701;0.9056;0.4077;0.6665;0.8112;0.861;0.5591;0.8027;0.4419;0.7043;0.8337
03185620;24/07/2018;031856202018072413;0.607;0.685;0.6028;0.6908;0.7169;0.8656;0.837;0.4273;0.7953;0.5672;0.5511;0.9238
03185620;24/07/2024;031856202024072413;0.7224;0.6858;0.65;0.6116;0.5659;0.7502;0.7219;0.4992;0.6673;0.5401;0.5264;0.6997
03185625;09/07/2014;031856252014070913;0.7912;0.7723;0.7827;0.5304;0.6321;0.8204;0.8996;0.5186;0.7066;0.5415;0.5596;0.7838
03185625;10/07/2017;031856252017071013;0.7024;0.7421;0.6689;0.6272;0.7873;0.9098;0.8883;0.4008;0.8039;0.5627;0.5475;0.9382
03185855;30/07/2019;031858552019073013;0.5051;0.3624;0.2709;0.8284;0.6916;0.6849;0.6509;0.2682;0.6353;0.6777;0.5737;0.8307
03185855;24/07/2024;031858552024072413;0.5968;0.5469;0.5259;0.7947;0.6448;0.7183;0.4944;0.3278;0.603;0.7304;0.5285;0.7245
03185950;10/05/2010;031859502010051013;0.3885;0.5693;0.5143;0.8228;0.8414;0.8629;0.721;0.2862;0.7195;0.6989;0.5252;0.9768
03185950;05/07/2011;031859502011070513;0.4185;0.4566;0.4107;0.8365;0.5983;0.6772;0.4897;0.4422;0.6967;0.7435;0.5867;0.9139
03185950;24/07/2018;031859502018072413;0.166;0.1829;0.0619;0.8922;0.7393;0.5844;0.6366;0.2436;0.684;0.7959;0.5658;0.928
03185950;26/07/2024;031859502024072613;0.2628;0.287;0.2106;0.9567;0.7665;0.4647;0.5466;0.2336;0.7137;0.9206;0.5926;0.9218
03185964;20/06/2018;031859642018062013;0.0931;0.1172;0.0597;0.9388;0.7414;0.6309;0.6655;0.2022;0.7256;0.8539;0.6123;0.95
03185964;26/07/2024;031859642024072613;0.1055;0.1611;0.1086;0.8934;0.7727;0.5713;0.6449;0.2261;0.8455;0.8049;0.6022;0.9607
03185980;24/07/2024;031859802024072413;0.5213;0.5469;0.5251;0.7503;0.7324;0.607;0.5241;0.421;0.7293;0.6689;0.5827;0.7926
03186320;26/05/2020;031863202020052613;0.3961;0.3481;0.1559;0.9571;0.6164;0.7241;0.563;0.2534;0.6424;0.8928;0.5667;0.968
03186325;18/07/2011;031863252011071813;0.5198;0.3499;0.3053;0.7424;0.5593;0.5188;0.4154;0.2664;0.55;0.6621;0.5556;0.8007
03186325;21/08/2012;031863252012082113;0.3803;0.2284;0.1887;0.855;0.5498;0.5255;0.3981;0.2185;0.5762;0.7419;0.584;0.9177
03186325;26/05/2020;031863252020052613;0.5043;0.4977;0.3998;0.7319;0.7623;0.8354;0.5109;0.2392;0.6161;0.6629;0.5669;0.9366
03190300;25/08/2010;031903002010082513;0.0959;0.0714;0.0139;0.6695;0.318;0.8646;0.6491;0.2172;0.3061;0.6291;0.2541;0.9204
03190300;11/08/2011;031903002011081113;0.0674;0.0961;0.0163;0.7957;0.4154;0.8468;0.6609;0.2534;0.436;0.6815;0.2532;0.9704
03190300;18/09/2012;031903002012091813;0.053;0.0746;0.0153;0.8593;0.5856;0.8613;0.6692;0.1239;0.4334;0.7046;0.1502;0.9786
03190300;16/09/2013;031903002013091613;0.0525;0.045;0.0064;0.9285;0.537;0.779;0.5186;0.1596;0.375;0.7308;0.1412;0.9583
03190300;02/10/2014;031903002014100213;0.076;0.0498;0.024;0.9013;0.4844;0.7718;0.387;0.1692;0.4286;0.7925;0.1315;0.9367
03190300;20/10/2016;031903002016102013;0.074;0.1467;0.0451;0.893;0.5025;0.8565;0.5542;0.2287;0.4628;0.7621;0.1786;0.9613
03190300;25/09/2017;031903002017092513;0.1091;0.0538;0.026;0.8676;0.4055;0.769;0.5167;0.1128;0.3205;0.7451;0.3017;0.9331
03190300;28/08/2018;031903002018082813;0.0624;0.047;0.01;0.9036;0.5622;0.8733;0.5372;0.1232;0.3268;0.7966;0.0498;0.9192
03190300;30/07/2019;031903002019073013;0.1039;0.0896;0.0181;0.8276;0.3578;0.8636;0.5106;0.2461;0.3751;0.7394;0.1989;0.9418
03190300;06/10/2020;031903002020100613;0.0642;0.0479;0.0082;0.8821;0.2837;0.8813;0.544;0.136;0.3055;0.7579;0.3686;0.9807
03190300;01/09/2021;031903002021090113;0.1266;0.1312;0.0259;0.7596;0.4499;0.8069;0.5752;0.3077;0.3944;0.6814;0.24;0.9049
03190300;07/09/2022;031903002022090713;0.1646;0.1567;0.0753;0.7226;0.3033;0.79;0.5119;0.4171;0.3307;0.7156;0.368;0.8603
03190300;02/08/2023;031903002023080213;0.0845;0.0789;0.0118;0.7448;0.375;0.8994;0.6378;0.3797;0.3593;0.5956;0.2421;0.9648
03190300;10/09/2024;031903002024091013;0.0622;0.053;0.0094;0.917;0.2825;0.9219;0.5599;0.1647;0.3881;0.7507;0.3688;0.9927
03190922;31/05/2017;031909222017053113;0.4044;0.4019;0.2667;0.8216;0.7713;0.7317;0.4765;0.2319;0.6287;0.7413;0.6842;0.8615
03190922;17/05/2023;031909222023051713;0.442;0.3816;0.2367;0.7923;0.7579;0.7008;0.5072;0.2582;0.6037;0.705;0.6556;0.8756
03191000;05/10/2017;031910002017100513;0.1264;0.1581;0.0685;0.7561;0.3952;0.6532;0.4421;0.3008;0.3965;0.7275;0.3702;0.8236
03191000;17/05/2023;031910002023051713;0.0676;0.0886;0.0289;0.8522;0.2811;0.7747;0.4528;0.1775;0.4252;0.8413;0.5043;0.9239
03191001;23/08/2018;031910012018082313;0.264;0.1908;0.125;0.8233;0.7001;0.7348;0.6612;0.1646;0.5663;0.7311;0.7073;0.9439
03191001;16/06/2020;031910012020061613;0.3068;0.2455;0.1646;0.6894;0.7611;0.8097;0.6078;0.2342;0.5404;0.6165;0.6403;0.9511
03191350;12/09/2017;031913502017091213;0.5393;0.5419;0.5288;0.5925;0.6308;0.5247;0.432;0.5411;0.6453;0.5621;0.7153;0.5597
03191350;18/05/2023;031913502023051813;0.5488;0.5627;0.5301;0.6406;0.7343;0.6698;0.4623;0.4383;0.6418;0.5612;0.7064;0.779
03191372;12/09/2014;031913722014091213;0.0401;0.064;0.0194;0.9683;0.6677;0.8645;0.6034;0.1486;0.569;0.852;0.3193;0.9831
03191372;29/09/2015;031913722015092913;0.0543;0.0781;0.0204;0.9959;0.7644;0.7164;0.5258;0.1004;0.6218;0.9451;0.5477;0.9808
03191372;10/07/2017;031913722017071013;0.0646;0.0735;0.0189;0.9934;0.7938;0.8404;0.4988;0.0726;0.6177;0.9835;0.5886;1
03191372;18/05/2023;031913722023051813;0.0617;0.0776;0.0197;0.9883;0.7596;0.6377;0.5389;0.093;0.5792;0.9162;0.478;0.9483
03191700;25/08/2010;031917002010082513;0.0594;0.1279;0.0404;0.8687;0.5202;0.7808;0.4526;0.255;0.4794;0.7819;0.2981;0.9349
03191700;11/08/2011;031917002011081113;0.1284;0.1382;0.0475;0.9053;0.5977;0.7376;0.4313;0.2772;0.5216;0.7845;0.3331;0.8727
03191700;17/09/2012;031917002012091713;0.0886;0.1124;0.0307;0.92;0.5658;0.8357;0.5691;0.125;0.445;0.7677;0.2332;0.9316
03191700;17/09/2013;031917002013091713;0.1014;0.1022;0.0391;0.9331;0.6554;0.7673;0.4;0.2357;0.5427;0.8157;0.1793;0.8982
03191700;31/07/2014;031917002014073113;0.0876;0.1106;0.0628;0.9113;0.5968;0.763;0.3863;0.2446;0.5382;0.848;0.2678;0.8835
03191700;29/09/2015;031917002015092913;0.1321;0.1383;0.0626;0.9021;0.4778;0.6838;0.3876;0.2297;0.4156;0.818;0.3318;0.8476
03191700;07/10/2016;031917002016100713;0.0629;0.0623;0.0194;0.9208;0.4791;0.8143;0.435;0.1447;0.3255;0.7762;0.1777;0.9501
03191700;05/10/2017;031917002017100513;0.0953;0.0719;0.0242;0.8541;0.4455;0.7655;0.4161;0.1537;0.3369;0.7589;0.2917;0.8872
03191700;23/08/2018;031917002018082313;0.1965;0.2022;0.0803;0.8044;0.4134;0.6676;0.3578;0.3878;0.4381;0.7896;0.4215;0.7862
03191700;09/07/2019;031917002019070913;0.0682;0.1341;0.0472;0.8722;0.4995;0.7746;0.409;0.2201;0.5491;0.84;0.5139;0.9144
03191700;16/06/2020;031917002020061613;0.1335;0.1417;0.049;0.6727;0.3297;0.7629;0.3901;0.4102;0.4831;0.7357;0.5938;0.8594
03191700;22/04/2021;031917002021042213;0.1012;0.1466;0.0364;0.7684;0.3707;0.7499;0.4015;0.2911;0.5197;0.757;0.5426;0.8793
03191700;16/06/2022;031917002022061613;0.1601;0.1213;0.0532;0.6075;0.3224;0.7493;0.3202;0.5025;0.4488;0.6675;0.5733;0.827
03191700;19/05/2023;031917002023051913;0.2087;0.1959;0.0703;0.6892;0.3076;0.6203;0.4778;0.3432;0.4188;0.7528;0.6375;0.7919
03191700;21/08/2024;031917002024082113;0.2515;0.2604;0.0866;0.6929;0.5213;0.6789;0.3852;0.5019;0.5719;0.6629;0.4748;0.8608
03192378;21/08/2014;031923782014082113;0.6506;0.6186;0.5914;0.5885;0.5828;0.5616;0.5296;0.5065;0.6316;0.613;0.6842;0.7091
03192378;24/09/2015;031923782015092413;0.6205;0.6129;0.5801;0.6284;0.6834;0.6299;0.5958;0.46;0.6473;0.6252;0.6768;0.722
03192378;28/07/2017;031923782017072813;0.6599;0.6005;0.5374;0.6038;0.5682;0.4587;0.4572;0.5019;0.6015;0.6486;0.6302;0.6624
03192380;09/07/2024;031923802024070913;0.4454;0.3392;0.284;0.7974;0.7216;0.4445;0.5468;0.2756;0.622;0.7153;0.6701;0.7796
03192400;22/11/2018;031924002018112213;0.0433;0.0438;0.0021;0.9513;0.5341;0.8228;0.5149;0.0963;0.2723;0.7998;0.1169;0.9684
03193000;25/08/2010;031930002010082513;0.062;0.1602;0.0514;0.852;0.6213;0.8184;0.5281;0.2684;0.564;0.7189;0.1916;0.9342
03193000;11/08/2011;031930002011081113;0.0534;0.1429;0.0368;0.8223;0.6628;0.8037;0.4724;0.2579;0.5591;0.7256;0.1717;0.9373
03193000;09/08/2012;031930002012080913;0.1035;0.1347;0.1016;0.8059;0.5379;0.7663;0.3909;0.3221;0.5217;0.7912;0.2713;0.8685
03193000;01/10/2013;031930002013100113;0.0794;0.1167;0.064;0.8898;0.5851;0.7843;0.5336;0.2377;0.5075;0.7805;0.2265;0.8916
03193000;01/10/2014;031930002014100113;0.1369;0.1075;0.0809;0.8461;0.5247;0.7929;0.4059;0.198;0.4346;0.8104;0.2281;0.8981
03193000;02/09/2015;031930002015090213;0.1788;0.1054;0.0756;0.6891;0.4867;0.6403;0.3931;0.3772;0.4712;0.7454;0.2274;0.8116
03193000;19/09/2016;031930002016091913;0.1272;0.1152;0.0625;0.755;0.4925;0.7417;0.3765;0.3386;0.4179;0.775;0.2678;0.8089
03193000;26/09/2017;031930002017092613;0.1789;0.1214;0.0733;0.8106;0.4286;0.6738;0.3529;0.2687;0.3721;0.8057;0.2749;0.7899
03193000;30/08/2018;031930002018083013;0.1244;0.0436;0.0438;0.8473;0.4611;0.7657;0.4193;0.159;0.2831;0.7994;0.2548;0.8297
03193000;06/10/2020;031930002020100613;0.1055;0.1382;0.0703;0.742;0.3605;0.7685;0.4837;0.4022;0.3708;0.7398;0.5186;0.8533
03193000;01/08/2023;031930002023080113;0.1114;0.0797;0.0279;0.6386;0.3181;0.8421;0.386;0.4664;0.3659;0.676;0.4518;0.8728
